AF,AU,4169.78465662358
AF,AT,1000.51210405824
AF,BE,1188.55095018144
AF,CA,5145.70035028413
AF,DK,1413.50031277306
AF,DE,12235.8171773677
AF,IR,252764.789347489
AF,NL,3825.82144111315
AF,NO,1504.35782150632
AF,PK,178182.327757003
AF,RU,10004.6797302779
AF,SA,36715.3712589679
AF,SE,3275.78095144136
AF,TJ,3945.69719656518
AF,TR,1705.36938294731
AF,GB,7609.2037638286
AF,US,7185.38840454126
AL,BE,3861.00522215895
AL,CA,3218.02216408193
AL,DE,5112.56992127142
AL,GR,55091.4980213787
AL,IT,80003.1623516082
AL,ME,1218.89684841336
AL,SE,1008.2336457765
AL,MK,16402.1053336126
AL,TR,1534.4825783219
AL,GB,2878.88322801406
AL,US,21003.0259968741
DZ,BE,4180.29856391433
DZ,CA,13391.8193237419
DZ,FR,261082.139695078
DZ,DE,7422.22328473348
DZ,IQ,1454.79644066865
DZ,IL,7367.08334259343
DZ,IT,4936.05065094929
DZ,JO,4133.95372870517
DZ,LB,1043.18589376283
DZ,MA,4012.3602885679
DZ,SO,1904.91452315087
DZ,ES,6664.61441166559
DZ,PS,3808.95148410845
DZ,CH,3001.10423261899
DZ,TN,3546.94475412518
DZ,GB,6305.80091119447
DZ,US,6199.63476084737
DZ,EH,29342.3555526964
AO,CG,4900.32863101192
AO,CD,25712.2713254223
AO,FR,2653.91544858368
AO,NA,4788.52703747355
AO,PT,19705.590271488
AO,ZA,4241.22950588292
AO,GB,1911.05914141901
AO,US,1643.7851393192
AO,ZM,2201.32935023787
AG,BD,1251.6301391665
AG,US,3289.35014468319
AR,AU,5569.23108401964
AR,AT,1176.63570077406
AR,BO,54992.6050507215
AR,BR,20691.3578206457
AR,CA,8566.67835218663
AR,CL,59439.2965667274
AR,CN,1587.37733545225
AR,CO,1277.32644932479
AR,EC,3311.55409267732
AR,FR,5212.86075848333
AR,DE,11498.1742810596
AR,IL,11352.8512903824
AR,IT,42544.3572582435
AR,JP,1445.53119209311
AR,MX,9705.66898992394
